"Date","Way","Base amount","Base currency (name)","Base type","Quote amount","Quote currency","Exchange","Sent/Received from","Sent to","Fee amount","Fee currency (name)","Broker","Notes","Sync Base Holding","Leverage Metadata"
"2024-11-11T13:22:56.000Z","BUY",1,"EHYA.AS (iShares EUR High Yield Corp Bond ESG UCITS ETF)","FUND",5.48,"EUR","Euronext Amsterdam",,,,,,,false,
"2024-11-11T13:23:02.000Z","BUY",1,"EHYA.AS (iShares EUR High Yield Corp Bond ESG UCITS ETF)","FUND",5.48,"EUR","Euronext Amsterdam",,,,,,,false,
"2024-11-11T13:23:09.000Z","BUY",1,"EHYA.AS (iShares EUR High Yield Corp Bond ESG UCITS ETF)","FUND",5.48,"EUR","Euronext Amsterdam",,,,,,,false,
"2024-11-11T13:23:16.000Z","BUY",1,"EHYA.AS (iShares EUR High Yield Corp Bond ESG UCITS ETF)","FUND",5.48,"EUR","Euronext Amsterdam",,,,,,,false,
"2024-11-11T13:24:47.000Z","BUY",1,"500P.L (Franklin S&P 500 Paris Aligned Climate UCITS ETF)","FUND",39.03,"GBP","London Stock Exchange",,,,,,,false,
"2024-11-11T13:24:54.000Z","BUY",1,"500P.L (Franklin S&P 500 Paris Aligned Climate UCITS ETF)","FUND",39.03,"GBP","London Stock Exchange",,,,,,,false,
"2024-11-11T13:25:01.000Z","BUY",1,"500P.L (Franklin S&P 500 Paris Aligned Climate UCITS ETF)","FUND",39.03,"GBP","London Stock Exchange",,,,,,,false,
"2024-11-11T13:25:09.000Z","BUY",1,"500P.L (Franklin S&P 500 Paris Aligned Climate UCITS ETF)","FUND",39.03,"GBP","London Stock Exchange",,,,,,,false,
"2024-11-11T13:25:16.000Z","BUY",1,"500P.L (Franklin S&P 500 Paris Aligned Climate UCITS ETF)","FUND",39.03,"GBP","London Stock Exchange",,,,,,,false,
"2024-12-05T04:38:11.000Z","BUY",1,"BTC (Bitcoin)","CRYPTO",102627.97,"USD","DGA",,,,,,,true,
"2024-12-05T04:38:43.000Z","BUY",1,"BTC (Bitcoin)","CRYPTO",102645.21,"USD","DGA",,,,,,,true,
"2024-12-05T04:39:16.000Z","BUY",1,"BTC (Bitcoin)","CRYPTO",102688.3,"USD","DGA",,,,,,,true,
"2024-12-05T04:39:47.000Z","BUY",1,"BTC (Bitcoin)","CRYPTO",102676.64,"USD","DGA",,,,,,,true,
"2024-12-05T04:40:21.000Z","BUY",1,"BTC (Bitcoin)","CRYPTO",102695.24,"USD","DGA",,,,,,,true,
"2024-12-26T02:44:43.000Z","BUY",1,"CSX (CSX Corp)","STOCK",32.57,"USD","Nasdaq",,,,,,,false,
"2024-12-26T02:46:02.000Z","BUY",1,"000333.SZ (Midea Group Co Ltd)","STOCK",75.34,"CNY","Shenzhen Stock Exchange",,,,,,,false,
"2024-12-26T03:00:45.000Z","BUY",1,"TSLA (Tesla Inc)","STOCK",462.28,"USD","Nasdaq",,,,,,,true,
"2024-12-26T03:00:59.000Z","BUY",1,"TSLA (Tesla Inc)","STOCK",462.28,"USD","Nasdaq",,,,,,,true,
"2024-12-26T03:01:12.000Z","BUY",1,"TSLA (Tesla Inc)","STOCK",462.28,"USD","Nasdaq",,,,,,,true,
"2025-01-31T22:45:29.000Z","BUY",999.999,"O (Realty Income Corp)","STOCK",54639.94536,"USD","New York Stock Exchange",,,,,,,true,
